annee;code_postal;prix_m2;dep_code;dep_nom;reg_code;reg_nom;population;superficie_km2;zone_emploi;taux_global_tfb;taux_global_tfnb;taux_plein_teom;taux_global_th;nb_ventes;variation;y
2022;2830.0;1078.6560283603371;02;Aisne;32.0;Hauts-de-France;3693.0;63.0;3217.0;64.73;76.43;;36.77;271;;stable
2022;2840.0;1327.3114453789158;02;Aisne;32.0;Hauts-de-France;5554.0;80.0;3214.0;64.73;76.43;;36.77;584;;stable
2022;2850.0;1481.488930561496;02;Aisne;32.0;Hauts-de-France;2978.0;57.0;3209.0;64.73;76.42999999999999;;36.77;429;;stable
2022;2860.0;1841.8105771987728;02;Aisne;32.0;Hauts-de-France;4644.0;120.0;3214.0;64.73;76.43;;36.77;860;;stable
2022;2870.0;1277.8667686059414;02;Aisne;32.0;Hauts-de-France;3618.0;72.0;3214.0;64.73;76.42999999999999;;36.77;204;;stable
2022;2880.0;1973.0665112601678;02;Aisne;32.0;Hauts-de-France;10042.0;106.0;3221.0;64.73;76.43;;36.77;567;;stable
2022;3000.0;2005.32106189123;03;Allier;84.0;Auvergne-Rhône-Alpes;26996.0;107.0;8424.0;41.7;85.0;11.93;28.87;1723;;stable
2022;3100.0;2024.4684076067615;03;Allier;84.0;Auvergne-Rhône-Alpes;35515.0;30.0;8423.0;41.7;85.0;11.93;28.87;3242;;stable
2022;3110.0;2140.2140368191604;03;Allier;84.0;Auvergne-Rhône-Alpes;9695.0;167.0;8432.0;41.7;85.0;11.93;28.869999999999997;863;;stable
2022;3120.0;1094.920887207;03;Allier;84.0;Auvergne-Rhône-Alpes;8090.0;333.0;8432.0;41.7;85.0;11.93;28.87;1203;;stable
2022;3130.0;1035.5918456995332;03;Allier;84.0;Auvergne-Rhône-Alpes;4299.0;354.0;8432.0;41.7;85.0;11.929999999999998;28.87;765;;stable
2022;3140.0;1258.3680965041747;03;Allier;84.0;Auvergne-Rhône-Alpes;5211.0;231.0;8432.0;41.7;85.0;11.93;28.87;589;;stable
2022;3150.0;2382.278685926156;03;Allier;84.0;Auvergne-Rhône-Alpes;8109.0;152.0;8432.0;41.7;85.0;11.93;28.869999999999997;618;;stable
2022;3160.0;1549.583623599076;03;Allier;84.0;Auvergne-Rhône-Alpes;5144.0;284.0;8424.0;41.7;85.0;11.929999999999998;28.87;570;;stable
2022;3170.0;1046.8107204291098;03;Allier;84.0;Auvergne-Rhône-Alpes;5317.0;150.0;8423.0;41.7;85.0;11.929999999999998;28.87;636;;stable
2022;3190.0;1051.6609342910092;03;Allier;84.0;Auvergne-Rhône-Alpes;7089.0;262.0;8423.0;41.7;85.0;11.93;28.87;896;;stable
2022;3200.0;3418.9828895647674;03;Allier;84.0;Auvergne-Rhône-Alpes;29802.0;26.0;8432.0;41.7;85.0;11.93;28.87;3292;;stable
2022;3210.0;1442.1031228399543;03;Allier;84.0;Auvergne-Rhône-Alpes;6750.0;306.0;8424.0;41.7;85.0;11.93;28.87;761;;stable
2022;3220.0;1153.865651517153;03;Allier;84.0;Auvergne-Rhône-Alpes;4288.0;270.0;8424.0;41.7;85.0;11.93;28.87;768;;stable
2022;3230.0;1248.1167337705087;03;Allier;84.0;Auvergne-Rhône-Alpes;7111.0;384.0;8424.0;41.7;85.0;11.93;28.869999999999997;761;;stable
2022;3240.0;1037.2613006823672;03;Allier;84.0;Auvergne-Rhône-Alpes;3743.0;213.0;8424.0;41.7;85.0;11.93;28.87;533;;stable
2022;3250.0;973.4503740318913;03;Allier;84.0;Auvergne-Rhône-Alpes;4138.0;290.0;8432.0;41.7;85.0;11.93;28.87;1160;;stable
2022;3260.0;1858.353254758419;03;Allier;84.0;Auvergne-Rhône-Alpes;6662.0;66.0;8432.0;41.7;85.0;11.93;28.87;460;;stable
2022;3270.0;1414.8405142825789;03;Allier;84.0;Auvergne-Rhône-Alpes;5337.0;61.0;8432.0;41.7;85.0;11.93;28.87;569;;stable
2022;3290.0;1824.4694260808799;03;Allier;84.0;Auvergne-Rhône-Alpes;4792.0;105.0;8424.0;41.7;85.0;11.93;28.87;344;;stable
2022;3300.0;1500.956148260367;03;Allier;84.0;Auvergne-Rhône-Alpes;18959.0;131.0;8432.0;41.7;85.0;11.929999999999998;28.87;1424;;stable
2022;3310.0;1525.9849172420043;03;Allier;84.0;Auvergne-Rhône-Alpes;5603.0;88.0;8423.0;41.7;85.0;11.93;28.87;502;;stable
2022;3320.0;1164.3466230145489;03;Allier;84.0;Auvergne-Rhône-Alpes;3852.0;235.0;8424.0;41.7;85.0;11.929999999999998;28.87;622;;stable
2022;3330.0;1205.7032875946677;03;Allier;84.0;Auvergne-Rhône-Alpes;2085.0;117.0;8432.0;41.7;85.0;11.929999999999998;28.87;439;;stable
2022;3340.0;1339.5575221941756;03;Allier;84.0;Auvergne-Rhône-Alpes;4800.0;263.0;8424.0;41.7;85.0;11.93;28.87;550;;stable
2022;3350.0;935.7308883920607;03;Allier;84.0;Auvergne-Rhône-Alpes;2474.0;214.0;8424.0;41.7;85.0;11.93;28.869999999999997;441;;stable
2022;3360.0;1587.8551412097715;03;Allier;84.0;Auvergne-Rhône-Alpes;3912.0;179.0;8424.0;41.7;85.0;11.93;28.87;657;;stable
2022;3370.0;1082.7958630717972;03;Allier;84.0;Auvergne-Rhône-Alpes;2473.0;225.0;8423.0;41.7;85.0;11.93;28.87;576;;stable
2022;3380.0;1170.3099998314442;03;Allier;84.0;Auvergne-Rhône-Alpes;6674.0;176.0;8423.0;41.7;85.0;11.929999999999998;28.87;714;;stable
2022;3390.0;1428.0535787724978;03;Allier;84.0;Auvergne-Rhône-Alpes;3425.0;194.0;8423.0;41.7;85.0;11.93;28.869999999999997;389;;stable
2022;3400.0;1594.5369538310974;03;Allier;84.0;Auvergne-Rhône-Alpes;15235.0;160.0;8424.0;41.7;85.0;11.93;28.87;814;;stable
2022;3410.0;1508.6099169485815;03;Allier;84.0;Auvergne-Rhône-Alpes;14620.0;113.0;8423.0;41.7;85.0;11.93;28.869999999999997;921;;stable
2022;3420.0;888.0440770345436;03;Allier;84.0;Auvergne-Rhône-Alpes;2559.0;162.0;8423.0;41.7;85.0;11.93;28.869999999999997;460;;stable
2022;3430.0;912.6515259360865;03;Allier;84.0;Auvergne-Rhône-Alpes;3854.0;138.0;8423.0;41.7;85.0;11.93;28.869999999999997;273;;stable
2022;3440.0;1542.6069573857612;03;Allier;84.0;Auvergne-Rhône-Alpes;1688.0;87.0;8424.0;41.7;85.0;11.93;28.87;266;;stable
2022;3450.0;1149.254843287523;03;Allier;84.0;Auvergne-Rhône-Alpes;2465.0;89.0;8432.0;41.7;85.0;11.93;28.87;300;;stable
2022;3460.0;1309.0187525956335;03;Allier;84.0;Auvergne-Rhône-Alpes;3587.0;135.0;8424.0;41.7;85.0;11.93;28.869999999999997;361;;stable
2022;3470.0;1242.5309395193613;03;Allier;84.0;Auvergne-Rhône-Alpes;1757.0;139.0;8424.0;41.7;85.0;11.93;28.87;345;;stable
2022;3500.0;1797.6563000663098;03;Allier;84.0;Auvergne-Rhône-Alpes;11576.0;247.0;8432.0;41.7;85.0;11.93;28.87;1164;;stable
2022;3510.0;1278.5210041020973;03;Allier;84.0;Auvergne-Rhône-Alpes;2170.0;51.0;8424.0;41.7;85.0;11.93;28.87;206;;stable
2022;3600.0;1111.4677563498324;03;Allier;84.0;Auvergne-Rhône-Alpes;8117.0;107.0;8423.0;41.7;85.0;11.93;28.87;604;;stable
2022;3630.0;2148.6472071807952;03;Allier;84.0;Auvergne-Rhône-Alpes;4459.0;8.0;8423.0;41.7;85.0;11.93;28.87;263;;stable
2022;3700.0;1907.6420753110099;03;Allier;84.0;Auvergne-Rhône-Alpes;11062.0;60.0;8432.0;41.7;85.0;11.93;28.87;674;;stable
2022;3800.0;1527.8561861157832;03;Allier;84.0;Auvergne-Rhône-Alpes;10055.0;140.0;8432.0;41.7;85.0;11.93;28.87;824;;stable
2022;4000.0;4517.94680880806;04;Alpes-de-Haute-Provence;93.0;Provence-Alpes-Côte d'Azur;17155.0;204.0;9307.0;70.83;146.84;14.0;30.34;1160;;stable
2022;4100.0;5218.73302115389;04;Alpes-de-Haute-Provence;93.0;Provence-Alpes-Côte d'Azur;22528.0;57.0;9311.0;70.83;146.84;14.0;30.34;1504;;stable
2022;4110.0;6609.472499378225;04;Alpes-de-Haute-Provence;93.0;Provence-Alpes-Côte d'Azur;2679.0;128.0;9311.0;70.83;146.84;14.0;30.34;235;;stable
